transaction_id,amount,customer_age,account_age_days,transactions_last_24h,avg_transaction_amount,merchant_risk_score,device_risk_score,ip_risk_score,is_international,is_new_device,is_new_location,hour,is_fraud
TXN002559,1625.99,19,991,0,1402.73,0.0692,0.1235,0.0766,0,0,0,19,0
TXN002560,3905.51,48,86,3,3749.03,0.3876,0.0358,0.1443,0,0,0,21,0
TXN002561,1071.42,48,781,4,1151.21,0.1813,0.5369,0.1162,0,0,0,14,0
TXN002562,744.84,36,41,3,1505.09,0.2426,0.34,0.1975,0,0,1,20,1
TXN002563,853.84,52,26,2,930.34,0.2935,0.2098,0.0154,0,0,0,5,0
TXN002564,560.6,39,1055,4,770.91,0.0428,0.3963,0.0606,0,0,0,1,0
TXN002565,1543.38,40,1208,2,1738.53,0.115,0.2756,0.1684,0,0,0,18,0
TXN002566,1523.0,40,66,3,1018.16,0.2458,0.2815,0.2054,0,0,1,4,0
TXN002567,1003.73,59,133,23,1454.57,0.3941,0.217,0.2451,0,0,0,23,1
TXN002568,1385.17,50,192,23,1564.4,0.0406,0.2276,0.3234,0,0,0,12,1
TXN002569,1883.57,37,883,7,1398.65,0.0228,0.2655,0.2481,1,0,0,17,0
TXN002570,1397.34,66,808,6,1620.51,0.4337,0.2724,0.0384,0,0,0,23,0
TXN002571,2535.0,59,168,4,603.59,0.3401,0.6081,0.3705,0,0,0,7,0
TXN002572,663.19,66,666,2,578.35,0.0774,0.2639,0.1672,0,0,0,6,0
TXN002573,537.6,55,16,2,1064.4,0.2594,0.0291,0.085,0,0,0,11,0
TXN002574,682.25,38,120,7,1082.48,0.4026,0.2463,0.0285,0,0,0,9,0
TXN002575,453.69,58,326,5,760.8,0.1456,0.2905,0.2768,0,0,0,14,0
TXN002576,824.63,35,289,5,1298.16,0.3288,0.1096,0.3069,0,0,0,3,0
TXN002577,2782.46,32,245,2,2070.93,0.3365,0.3046,0.3599,0,0,0,10,0
TXN002578,1370.15,41,66,5,2518.1,0.0764,0.1662,0.0487,0,0,0,14,0
TXN002579,2456.32,68,740,2,2947.12,0.0898,0.1155,0.2324,0,0,0,18,0
TXN002580,819.05,47,106,0,436.87,0.3305,0.0617,0.1816,1,0,0,12,0
TXN002581,365.05,37,713,4,485.85,0.1157,0.2265,0.402,0,1,0,18,0
TXN002582,1295.39,42,611,1,895.38,0.3206,0.1149,0.2398,1,0,0,3,0
TXN002583,459.7,33,224,3,1160.03,0.2225,0.3438,0.2228,0,0,1,6,0
TXN002584,756.93,52,321,1,928.07,0.1263,0.2803,0.2648,0,0,0,15,0
TXN002585,457.55,36,275,0,744.83,0.4101,0.1906,0.1809,0,0,0,19,0
TXN002586,1045.01,46,2141,5,886.17,0.0572,0.2864,0.1949,1,0,0,18,0
TXN002587,870.61,37,253,8,1538.13,0.3781,0.1139,0.3702,0,0,0,18,0
TXN002588,1349.62,34,1048,2,432.36,0.3931,0.094,0.0792,0,0,1,5,1
TXN002589,2295.46,68,702,4,5655.31,0.3083,0.1044,0.1826,0,0,0,13,0
TXN002590,2078.44,35,495,3,1112.87,0.3093,0.1842,0.1079,0,0,0,2,0
TXN002591,3709.47,21,19,3,2288.37,0.2299,0.3138,0.1953,0,0,1,15,0
TXN002592,866.46,37,236,1,730.7,0.1149,0.1775,0.0533,0,0,0,16,0
TXN002593,1689.15,45,1105,4,1639.33,0.3288,0.084,0.3199,0,0,1,19,0
TXN002594,3262.64,22,621,3,1176.22,0.1056,0.2887,0.2756,0,0,0,7,0
TXN002595,7775.99,33,953,14,1997.73,0.2159,0.2115,0.3855,0,0,0,3,1
TXN002596,851.46,26,216,2,954.27,0.0936,0.0294,0.2077,0,0,0,1,0
TXN002597,3543.49,44,8,3,3248.97,0.2029,0.3596,0.0052,1,0,0,15,0
TXN002598,284.79,55,854,9,385.89,0.1071,0.0508,0.1353,0,0,0,17,0
TXN002599,1120.41,68,316,6,2131.46,0.3134,0.2035,0.2592,0,0,0,2,0
TXN002600,1537.35,38,136,1,1191.66,0.2229,0.3663,0.4078,0,0,1,16,1
TXN002601,616.75,62,274,2,537.63,0.2005,0.2025,0.3721,0,0,0,22,0
TXN002602,1773.7,29,183,2,4300.33,0.0835,0.2525,0.3885,0,0,0,6,0
TXN002603,5140.42,58,106,1,4000.16,0.1746,0.5794,0.0421,1,1,0,3,0
TXN002604,300.07,47,261,5,256.8,0.0886,0.0921,0.0704,1,0,0,18,0
TXN002605,891.64,57,88,3,1241.09,0.3121,0.3472,0.166,0,0,0,10,0
TXN002606,1245.6,57,1346,4,1797.16,0.3228,0.4043,0.0305,0,0,0,12,0
TXN002607,1886.11,45,73,1,1493.97,0.1322,0.1452,0.5594,0,0,0,8,0
TXN002608,7675.25,31,403,4,3168.05,0.164,0.2938,0.0848,0,0,0,21,0
TXN002609,3409.98,45,850,1,2738.99,0.0945,0.0159,0.0856,0,0,0,13,0
TXN002610,2028.19,60,633,4,1320.32,0.2151,0.189,0.183,0,0,0,22,0
TXN002611,3416.13,68,228,2,5399.02,0.0586,0.1234,0.1267,0,0,0,13,0
TXN002612,1682.34,66,587,3,2112.85,0.3142,0.1129,0.1487,0,0,0,12,0
TXN002613,1198.01,27,229,6,857.49,0.1207,0.0603,0.3312,0,0,0,22,0
TXN002614,352.93,49,182,6,744.98,0.3917,0.3084,0.043,0,0,0,21,0
TXN002615,2934.52,23,154,5,2618.45,0.5777,0.1684,0.0856,0,0,0,9,0
TXN002616,825.77,52,76,2,629.5,0.0963,0.1667,0.1001,0,0,1,13,0
TXN002617,805.92,69,339,5,823.19,0.2253,0.0418,0.1306,0,0,0,5,0
TXN002618,1105.39,20,423,3,927.32,0.0594,0.2657,0.5913,0,0,0,15,0
TXN002619,1452.09,52,272,4,1406.64,0.4573,0.1952,0.2587,0,0,0,23,0
TXN002620,680.2,67,121,3,957.74,0.041,0.1826,0.2355,0,0,0,9,0
TXN002621,228.19,62,111,4,436.21,0.1382,0.0916,0.1662,0,0,0,3,0
TXN002622,2353.79,38,5,2,2473.66,0.3581,0.2039,0.1927,0,0,0,1,1
TXN002623,1693.24,23,473,0,826.27,0.2682,0.3035,0.2183,0,0,0,22,0
TXN002624,7921.72,66,1305,1,4509.56,0.0712,0.1707,0.0633,0,1,1,5,0
TXN002625,1121.99,65,544,5,1356.68,0.4272,0.3258,0.0512,0,0,1,13,0
TXN002626,2176.97,48,816,3,2662.57,0.0712,0.3672,0.1069,0,0,0,21,0
TXN002627,1339.11,68,144,3,1705.48,0.1778,0.498,0.0989,0,0,0,6,0
TXN002628,2161.96,18,448,3,2753.26,0.3482,0.3001,0.3864,1,0,0,0,0
TXN002629,1915.05,50,4,18,1634.74,0.1264,0.2353,0.0989,1,0,0,18,0
TXN002630,2312.84,20,365,2,1292.87,0.1353,0.1506,0.0783,0,0,0,12,0
TXN002631,8182.96,66,1375,5,2357.28,0.1329,0.2528,0.1177,0,0,0,22,0
TXN002632,3959.07,53,217,3,6249.02,0.1038,0.0177,0.1369,0,0,1,7,1
TXN002633,1298.92,65,226,3,907.91,0.1652,0.1033,0.1425,0,0,0,4,0
TXN002634,2577.91,47,284,2,1913.04,0.1024,0.045,0.2599,0,0,0,14,0
TXN002635,911.39,22,613,3,1092.61,0.1983,0.1587,0.1071,0,0,0,19,0
TXN002636,888.86,19,56,2,1562.81,0.0711,0.3733,0.0238,1,1,0,21,0
TXN002637,1314.18,35,442,6,1129.48,0.3363,0.1812,0.2179,0,0,0,22,0
TXN002638,777.06,56,794,5,242.16,0.0388,0.4542,0.2076,1,0,0,12,0
TXN002639,1105.27,25,236,3,953.24,0.2201,0.1516,0.4175,0,0,0,5,0
TXN002640,1431.83,62,343,2,2207.66,0.115,0.0355,0.149,0,0,0,13,0
TXN002641,588.67,30,1004,2,641.85,0.1749,0.1466,0.0232,0,0,0,13,0
TXN002642,1116.07,43,408,3,2089.46,0.2981,0.2624,0.3132,0,0,0,0,0
TXN002643,1259.8,28,54,3,1247.04,0.2548,0.1208,0.0752,0,0,0,16,0
TXN002644,1396.65,42,554,2,959.06,0.4929,0.0669,0.0322,0,0,0,20,0
TXN002645,1412.53,41,111,18,2067.45,0.0718,0.4905,0.3452,0,0,0,21,0
TXN002646,294.75,18,359,7,1766.44,0.2033,0.3889,0.1204,1,0,0,19,0
TXN002647,1714.14,47,458,3,1472.01,0.1594,0.3281,0.2005,0,0,0,4,0
TXN002648,1694.73,58,208,4,2233.06,0.0978,0.2861,0.2288,0,0,0,13,0
TXN002649,836.56,66,125,2,1264.17,0.1913,0.0523,0.1248,0,0,0,19,0
TXN002650,228.4,35,1111,5,346.79,0.2127,0.1869,0.0299,1,0,0,16,0
TXN002651,1048.85,63,470,3,841.61,0.0336,0.4009,0.1128,0,1,0,11,0
TXN002652,247.79,63,325,6,310.11,0.2525,0.2054,0.1269,0,0,0,0,0
TXN002653,2898.36,69,183,5,1737.42,0.3263,0.4234,0.0651,1,0,0,6,0
TXN002654,3467.5,37,1002,3,2053.58,0.3887,0.144,0.0653,0,0,0,2,0
TXN002655,1826.84,62,384,4,2120.04,0.2137,0.0222,0.2422,0,0,0,7,1
TXN002656,1159.67,47,1492,4,1544.36,0.1997,0.2128,0.0191,0,0,0,7,0
TXN002657,2316.44,21,252,3,2159.32,0.0889,0.394,0.1327,0,1,0,21,0
TXN002658,335.76,32,779,3,363.72,0.1114,0.1543,0.3355,0,0,0,5,0
TXN002659,387.93,52,648,3,1017.09,0.0826,0.0403,0.1572,1,0,0,19,0
TXN002660,1167.14,26,317,1,407.3,0.3007,0.1605,0.1141,1,0,0,12,0
TXN002661,1264.02,40,460,2,853.35,0.1339,0.4075,0.2331,0,0,0,14,0
TXN002662,2634.53,58,1155,4,3399.47,0.181,0.2724,0.331,0,0,1,19,1
TXN002663,821.6,25,98,2,2357.29,0.1811,0.2126,0.1662,0,0,0,0,0
TXN002664,1578.71,43,6,1,1743.41,0.1987,0.1314,0.2575,1,0,0,8,0
TXN002665,698.88,29,259,2,965.71,0.293,0.036,0.2074,0,0,1,3,0
TXN002666,529.1,45,73,3,547.02,0.383,0.096,0.2905,1,0,0,18,0
TXN002667,380.24,30,97,4,1250.03,0.2768,0.212,0.6196,0,0,0,14,0
TXN002668,1840.4,68,1177,1,2386.24,0.1331,0.2906,0.242,0,1,0,3,0
TXN002669,1165.24,21,242,5,1461.05,0.2848,0.3428,0.4689,0,0,0,21,0
TXN002670,325.14,68,79,3,361.41,0.1734,0.1479,0.1907,0,0,0,13,0
TXN002671,1036.2,59,405,3,1179.95,0.4441,0.1435,0.0428,1,0,0,6,1
TXN002672,295.72,62,1,3,287.34,0.1366,0.0169,0.028,0,0,0,12,1
TXN002673,4445.18,62,131,3,1925.48,0.084,0.0181,0.1242,1,0,0,15,0
TXN002674,508.59,27,231,1,675.12,0.2802,0.3626,0.0454,0,0,0,7,0
TXN002675,282.22,66,474,6,465.83,0.2061,0.3349,0.1751,0,0,0,22,0
TXN002676,751.84,48,993,5,1944.09,0.214,0.1813,0.0699,0,0,0,18,0
TXN002677,1224.7,68,9,2,1622.24,0.1896,0.1155,0.4546,0,0,0,17,0
TXN002678,597.04,63,256,3,1290.36,0.2489,0.174,0.2956,0,0,0,16,0
TXN002679,8623.52,48,74,1,5085.74,0.1092,0.1358,0.1265,0,0,0,22,0
TXN002680,1622.37,37,569,1,1710.43,0.2013,0.2289,0.1064,0,0,0,4,0
TXN002681,1170.56,24,341,2,698.22,0.236,0.0644,0.0677,0,0,1,7,0
TXN002682,3531.85,23,172,1,1577.26,0.2033,0.181,0.3806,0,1,0,5,0
TXN002683,557.78,38,76,3,897.62,0.2817,0.0843,0.125,0,0,1,22,0
TXN002684,2198.84,60,470,1,2661.73,0.2847,0.2078,0.3546,0,0,0,19,0
TXN002685,2776.96,44,215,4,1335.0,0.3412,0.2111,0.2614,0,0,0,8,0
TXN002686,1587.66,43,610,28,1430.74,0.0779,0.0645,0.2605,1,0,0,6,1
TXN002687,532.28,30,355,5,399.55,0.0948,0.2809,0.2351,0,0,0,6,0
TXN002688,2020.47,47,185,5,1144.76,0.2403,0.1869,0.2567,0,0,0,19,0
TXN002689,1726.23,51,903,5,1054.28,0.3859,0.4712,0.2423,0,0,0,15,1
TXN002690,670.99,69,466,3,535.42,0.1899,0.1819,0.1531,0,0,0,23,0
TXN002691,2024.24,55,615,1,939.13,0.4174,0.1278,0.151,0,1,0,20,0
TXN002692,1432.94,49,332,4,1487.76,0.4325,0.2772,0.0979,0,0,1,0,0
TXN002693,1454.81,65,411,5,1093.3,0.3741,0.1175,0.0504,0,0,0,18,0
TXN002694,370.3,40,398,1,408.11,0.1459,0.0531,0.2904,0,0,0,2,0
TXN002695,1587.72,66,238,0,905.74,0.3366,0.1297,0.1195,1,0,0,23,0
TXN002696,537.52,37,160,3,790.28,0.1296,0.0671,0.1875,0,0,0,1,0
TXN002697,497.65,24,936,4,1255.71,0.0706,0.1887,0.0714,0,0,0,11,0
TXN002698,1669.17,39,175,2,1164.3,0.2884,0.3884,0.1257,0,0,0,21,0
TXN002699,469.09,24,57,1,822.11,0.0894,0.1036,0.2801,0,0,0,1,0
TXN002700,432.23,24,232,5,799.94,0.0252,0.4586,0.1133,0,0,0,6,0
TXN002701,2304.84,63,452,7,1149.47,0.4052,0.33,0.407,0,0,0,14,0
TXN002702,3661.17,59,763,2,2151.85,0.0744,0.0272,0.0944,1,0,0,7,0
TXN002703,1103.98,29,359,22,1332.81,0.0472,0.2879,0.2707,0,0,0,0,1
TXN002704,556.21,61,624,1,2969.5,0.3866,0.2143,0.0661,1,1,0,7,0
TXN002705,3250.34,21,967,22,2424.14,0.3286,0.0628,0.0747,0,0,0,6,1
TXN002706,4501.0,32,749,23,3126.53,0.2398,0.0495,0.0647,0,0,0,22,1
TXN002707,3798.21,54,176,3,2858.46,0.0369,0.1698,0.1027,0,0,0,9,0
TXN002708,4243.03,33,822,1,3274.97,0.0214,0.1878,0.0599,0,1,0,7,1
TXN002709,442.76,55,787,4,489.21,0.0643,0.2349,0.0612,0,0,0,2,0
TXN002710,1376.69,63,137,3,1725.37,0.229,0.1627,0.198,0,0,0,4,0
TXN002711,1400.29,21,114,5,2572.99,0.1232,0.2653,0.0901,0,0,1,3,0
TXN002712,1989.72,19,976,2,2919.94,0.2767,0.1163,0.1582,0,0,0,23,0
TXN002713,763.04,66,478,17,639.38,0.3582,0.2284,0.1444,0,0,1,11,1
TXN002714,2092.31,45,299,1,1737.44,0.0713,0.1175,0.0765,0,0,0,7,0
TXN002715,1784.77,44,776,3,1155.91,0.0669,0.0461,0.2842,1,1,0,0,0
TXN002716,1843.47,42,18,22,3995.57,0.1756,0.6131,0.1863,0,0,0,6,1
TXN002717,166.72,40,54,2,415.26,0.2087,0.1561,0.3037,0,0,0,18,0
TXN002718,519.39,53,712,4,640.02,0.228,0.2999,0.0702,0,0,0,14,0
TXN002719,176.19,48,451,2,308.76,0.2561,0.2402,0.1149,0,0,0,0,0
TXN002720,1344.16,26,18,2,1213.46,0.2321,0.3623,0.1329,0,0,0,11,0
TXN002721,2602.57,50,26,1,5349.12,0.2326,0.1378,0.1134,0,0,1,13,0
TXN002722,2034.67,52,382,3,1063.12,0.2825,0.3193,0.0728,0,0,0,10,0
TXN002723,748.89,23,148,2,1177.0,0.0575,0.1962,0.0595,1,0,0,3,0
TXN002724,3870.5,37,204,5,1611.9,0.1266,0.027,0.2045,0,0,0,2,0
TXN002725,1348.79,59,793,7,1010.9,0.2166,0.069,0.341,0,0,0,23,0
TXN002726,793.01,50,542,4,1416.89,0.1406,0.0585,0.3301,0,0,0,19,0
TXN002727,4567.21,25,458,0,1443.1,0.048,0.0373,0.3108,0,0,0,2,1
TXN002728,702.12,20,561,2,606.75,0.0599,0.0688,0.0865,0,0,0,19,0
TXN002729,1124.99,48,276,2,1026.76,0.1382,0.3736,0.1984,0,0,0,22,0
TXN002730,1778.43,42,278,1,1843.37,0.0281,0.0654,0.1214,1,1,0,1,0
TXN002731,2715.16,67,879,5,2100.65,0.2775,0.0623,0.1407,0,0,0,4,0
TXN002732,3633.43,45,19,8,2721.53,0.0124,0.2262,0.3738,0,0,0,3,1
TXN002733,861.84,66,504,8,1386.87,0.4383,0.2515,0.0843,1,0,0,1,0
TXN002734,1250.87,29,71,2,1406.77,0.1893,0.2329,0.1138,0,0,0,17,0
TXN002735,1975.87,41,481,3,1854.05,0.1496,0.0321,0.3129,0,0,0,23,0
TXN002736,996.42,25,37,10,723.18,0.058,0.3846,0.1514,0,0,0,9,0
TXN002737,977.29,47,2103,1,702.72,0.1327,0.234,0.2127,0,0,0,9,0
TXN002738,1100.08,27,744,7,1004.9,0.0247,0.2231,0.1453,0,0,1,9,0
TXN002739,331.89,43,68,6,449.21,0.199,0.0806,0.281,0,0,0,5,0
TXN002740,1047.28,35,383,4,1458.01,0.3947,0.1302,0.0218,0,0,0,22,0
TXN002741,1186.83,27,1759,0,2285.54,0.2879,0.0177,0.4144,0,0,0,20,0
TXN002742,924.17,23,181,3,667.12,0.0926,0.227,0.1785,0,0,0,22,0
TXN002743,1059.78,44,534,2,1487.13,0.3165,0.1179,0.1942,0,1,0,20,0
TXN002744,635.33,67,1987,4,706.0,0.1417,0.1289,0.3146,0,0,0,19,0
TXN002745,613.49,28,553,2,538.29,0.1506,0.1995,0.0993,0,0,0,8,0
TXN002746,4633.45,39,133,2,4623.43,0.0748,0.1136,0.4587,0,0,0,21,0
TXN002747,542.05,29,615,5,543.72,0.2238,0.0986,0.1304,0,0,0,3,0
TXN002748,272.26,60,436,5,447.86,0.1034,0.0563,0.113,0,0,0,6,0
TXN002749,1477.6,39,55,2,1274.49,0.3541,0.1018,0.0434,0,1,0,11,0
TXN002750,1114.22,68,167,4,1323.41,0.0664,0.0217,0.2403,0,0,0,10,0
TXN002751,1668.27,30,34,3,1749.46,0.1088,0.2261,0.2032,0,0,0,21,0
TXN002752,8414.76,22,104,2,4450.89,0.3592,0.2343,0.2511,0,0,0,23,0
TXN002753,840.45,48,219,2,636.52,0.3996,0.1226,0.1241,0,1,0,19,0
TXN002754,534.4,51,17,7,731.5,0.0989,0.543,0.169,0,0,0,19,0
TXN002755,3115.86,69,384,3,3381.8,0.1204,0.0496,0.3995,1,0,0,21,0
TXN002756,5100.41,63,112,1,2116.22,0.2164,0.3445,0.3143,0,0,0,4,0
TXN002757,1621.32,63,369,6,1919.95,0.1511,0.2518,0.3026,0,0,0,13,0
TXN002758,741.76,50,532,3,725.67,0.0707,0.1992,0.1298,0,0,0,14,1
TXN002759,3475.18,36,350,3,2411.78,0.3093,0.0565,0.2011,0,0,1,14,1
TXN002760,2165.88,40,391,2,1924.13,0.1543,0.0543,0.0936,0,1,1,4,0
TXN002761,1020.07,24,88,3,1252.22,0.0432,0.1841,0.1617,1,0,0,22,0
TXN002762,483.8,40,1897,2,728.18,0.1926,0.2086,0.1085,0,0,0,6,0
TXN002763,1175.13,36,167,1,1181.67,0.0639,0.0686,0.0781,0,0,0,6,0
TXN002764,4993.3,19,135,4,3477.05,0.3134,0.2707,0.1537,0,0,0,21,0
TXN002765,1054.39,28,1018,1,509.9,0.3211,0.1841,0.1635,0,0,0,12,0
TXN002766,279.83,45,608,3,626.49,0.3636,0.1773,0.5358,1,0,0,17,0
TXN002767,1863.24,37,69,0,706.65,0.3054,0.2018,0.1841,0,1,0,18,0
TXN002768,701.91,69,27,3,822.56,0.196,0.1719,0.1813,0,0,0,18,0
TXN002769,1803.78,42,173,6,1084.62,0.2584,0.2331,0.1831,0,0,0,23,0
TXN002770,1429.89,67,1731,1,2145.22,0.4053,0.1315,0.1198,0,0,0,8,0
TXN002771,624.55,52,704,0,1514.73,0.053,0.1533,0.1468,0,0,0,13,0
TXN002772,555.83,20,318,11,1144.35,0.5053,0.2996,0.3219,0,0,0,5,1
TXN002773,1109.73,28,5,3,1331.28,0.4142,0.3837,0.0576,0,0,0,6,0
TXN002774,2264.35,54,191,0,1697.3,0.0956,0.2542,0.1777,0,0,1,13,0
TXN002775,343.77,46,160,2,337.92,0.1614,0.2391,0.2537,0,0,1,17,0
TXN002776,2023.29,33,1313,2,2321.83,0.077,0.0248,0.0588,0,0,0,12,0
TXN002777,1137.31,45,10,2,614.93,0.2545,0.0211,0.1833,0,0,0,3,0
TXN002778,804.83,64,7,3,803.95,0.4271,0.1339,0.3852,0,0,0,1,0
TXN002779,1623.25,38,494,4,1391.73,0.1941,0.54,0.2192,0,1,0,5,0
TXN002780,5757.63,20,61,2,1040.25,0.1746,0.1341,0.2561,0,0,0,9,0
TXN002781,1535.22,34,215,3,1542.02,0.082,0.0917,0.2753,0,0,0,21,0
TXN002782,825.98,66,43,4,1211.09,0.0583,0.229,0.4456,0,0,0,7,0
TXN002783,1166.77,57,89,3,895.58,0.0209,0.3183,0.0726,0,0,0,11,0
TXN002784,4788.06,61,186,2,3197.52,0.2398,0.2345,0.561,0,0,0,3,0
TXN002785,2124.28,65,414,2,1800.19,0.0885,0.2797,0.1484,1,0,0,2,0
TXN002786,1477.02,24,610,5,1354.9,0.2242,0.1085,0.4295,0,0,0,10,0
TXN002787,4023.84,32,365,4,1780.7,0.0849,0.1082,0.2242,0,0,0,17,0
TXN002788,1411.99,21,11,1,669.32,0.0827,0.0074,0.0312,0,0,0,22,0
TXN002789,4712.32,18,225,2,5025.8,0.2199,0.1913,0.1056,0,0,0,10,0
TXN002790,359.51,61,80,2,512.17,0.2642,0.0288,0.1546,0,0,0,2,0
TXN002791,1503.09,66,85,5,1187.04,0.1743,0.2063,0.1998,0,0,0,11,0
TXN002792,627.93,26,284,13,897.4,0.2224,0.3824,0.1502,0,1,0,13,1
TXN002793,1421.9,55,600,4,873.85,0.4222,0.1738,0.3505,0,0,0,23,0
TXN002794,1007.52,45,110,0,797.93,0.1094,0.1315,0.2297,0,0,0,1,0
TXN002795,2774.76,21,685,2,638.94,0.2389,0.1166,0.302,0,0,0,9,0
TXN002796,5665.51,65,608,3,2519.56,0.1333,0.4062,0.1396,1,0,0,23,0
TXN002797,260.71,63,1164,6,471.87,0.0563,0.1159,0.1709,0,0,0,19,0
TXN002798,1641.16,47,884,0,2183.09,0.2579,0.0821,0.3154,0,0,0,4,0
TXN002799,602.63,54,322,3,1726.72,0.166,0.0276,0.2636,0,0,1,8,0
TXN002800,259.2,38,98,4,839.98,0.3805,0.1061,0.1216,1,0,0,16,0
TXN002801,1694.99,59,512,2,1592.13,0.1551,0.1005,0.0858,0,0,0,20,0
TXN002802,509.62,41,1370,17,981.88,0.2388,0.049,0.1805,0,1,1,21,1
TXN002803,1251.31,69,918,2,507.4,0.1681,0.1539,0.1626,0,0,0,19,0
TXN002804,966.37,21,172,4,511.17,0.1513,0.3792,0.1227,0,0,0,17,0
TXN002805,1494.41,26,1629,3,1735.08,0.1669,0.0678,0.2302,0,0,0,3,0
TXN002806,1396.78,68,118,3,1673.21,0.0922,0.1493,0.3621,0,0,0,0,0
TXN002807,2940.58,33,346,4,1299.08,0.2158,0.0943,0.144,0,0,0,17,1
TXN002808,2140.88,34,287,3,833.75,0.2569,0.1131,0.406,0,0,0,15,0
TXN002809,574.65,59,878,3,959.77,0.1108,0.2315,0.0894,0,0,0,7,1
TXN002810,487.1,27,267,13,873.15,0.1857,0.1056,0.5274,0,0,0,7,0
TXN002811,273.56,44,595,3,322.83,0.0353,0.0753,0.3807,0,1,0,12,0
TXN002812,1451.04,32,218,3,1144.68,0.1149,0.1225,0.3371,0,0,0,11,0
TXN002813,1191.77,28,94,3,1580.85,0.1216,0.4034,0.0557,0,0,0,3,0
TXN002814,1474.46,68,721,9,1149.78,0.3749,0.368,0.2774,0,0,0,18,1
TXN002815,11059.76,28,333,4,3783.5,0.0679,0.2077,0.0174,0,0,0,17,0
TXN002816,250.51,22,730,4,542.84,0.2693,0.3615,0.4581,0,0,0,10,0
TXN002817,540.29,53,339,2,690.37,0.1829,0.1279,0.1347,0,1,1,10,0
TXN002818,561.31,63,188,3,1203.65,0.4544,0.0724,0.3619,0,0,0,3,0
TXN002819,820.99,24,219,3,1300.67,0.1713,0.1982,0.0819,0,0,0,18,0
TXN002820,246.43,54,2092,1,289.79,0.1058,0.3726,0.027,1,0,0,15,0
TXN002821,1120.94,46,962,2,1672.19,0.1335,0.1604,0.2117,1,0,0,15,0
TXN002822,1736.82,61,866,5,1304.82,0.1045,0.2157,0.3297,0,0,0,4,0
TXN002823,270.28,24,655,3,248.74,0.3838,0.2555,0.3879,0,0,0,21,0
TXN002824,1191.26,68,81,4,1010.6,0.3854,0.1159,0.1636,0,0,0,21,0
TXN002825,526.02,50,464,7,622.67,0.0644,0.0788,0.3071,0,1,0,3,0
TXN002826,709.56,61,314,4,798.45,0.0863,0.0752,0.2664,0,0,0,9,0
TXN002827,354.41,36,422,2,429.8,0.1435,0.1339,0.0616,0,0,1,3,0
TXN002828,1279.94,67,237,4,1467.52,0.2221,0.1003,0.2894,0,1,1,20,0
TXN002829,4739.56,50,903,5,3764.02,0.2381,0.2067,0.2196,0,0,0,14,0
TXN002830,458.33,24,620,0,1320.17,0.0501,0.2145,0.3938,0,0,0,8,0
TXN002831,283.38,65,455,2,241.88,0.0692,0.1857,0.0445,0,0,0,7,0
TXN002832,830.57,59,213,2,1339.32,0.1519,0.1028,0.2876,0,0,0,4,0
TXN002833,794.24,33,281,4,956.95,0.1279,0.1947,0.4657,0,0,1,21,0
TXN002834,214.96,46,430,24,507.4,0.3191,0.0651,0.4738,0,0,0,11,1
TXN002835,1153.17,38,1,4,1404.64,0.2248,0.1833,0.3605,0,0,0,7,0
TXN002836,2365.33,46,319,0,2030.09,0.2366,0.0841,0.2069,0,0,0,19,0
TXN002837,883.11,68,607,4,686.81,0.2642,0.2691,0.4082,0,0,0,3,0
TXN002838,180.71,64,732,2,347.02,0.1114,0.1098,0.0498,0,0,0,5,0
TXN002839,335.86,29,242,2,268.23,0.0737,0.3134,0.1004,0,1,0,23,0
TXN002840,1288.07,68,222,1,688.16,0.2669,0.2819,0.255,0,0,0,10,0
TXN002841,749.66,40,1722,4,983.53,0.5077,0.2383,0.1708,1,0,0,20,0
TXN002842,764.56,54,83,3,764.17,0.0331,0.1081,0.4042,0,0,0,18,0
TXN002843,217.89,57,279,7,679.73,0.1689,0.0488,0.3262,0,0,0,23,0
TXN002844,996.41,43,283,3,1631.95,0.3155,0.0672,0.2034,0,0,0,18,0
TXN002845,1759.46,41,467,1,1516.22,0.2052,0.301,0.3096,0,0,0,4,0
TXN002846,2132.87,41,391,5,1261.07,0.2351,0.0633,0.1276,0,0,0,12,0
TXN002847,1396.8,62,391,3,1942.13,0.1988,0.0875,0.4529,0,1,0,10,0
TXN002848,3007.15,38,211,5,692.69,0.232,0.1574,0.1478,0,0,0,11,0
TXN002849,605.74,32,639,3,509.69,0.18,0.4668,0.1895,0,0,0,16,0
TXN002850,377.67,36,731,3,760.8,0.2025,0.2437,0.1107,0,0,0,5,0
TXN002851,1471.5,28,705,2,724.94,0.2513,0.2108,0.1297,0,0,0,18,0
TXN002852,130.97,38,278,3,260.89,0.1087,0.0847,0.1147,1,0,0,15,0
TXN002853,896.71,23,407,0,748.52,0.4095,0.3289,0.1657,0,0,0,16,0
TXN002854,1425.55,22,121,6,2376.53,0.1568,0.2213,0.0818,0,0,0,4,0
TXN002855,910.51,55,412,3,1920.99,0.1192,0.1716,0.1386,0,0,0,20,0
TXN002856,2688.7,22,408,4,1583.87,0.1065,0.1166,0.1249,0,0,0,7,0
TXN002857,1042.37,47,261,3,1202.47,0.426,0.2225,0.0347,0,0,0,9,0
TXN002858,7811.47,58,1514,3,3023.68,0.1315,0.276,0.2302,1,0,0,1,1
TXN002859,298.28,55,135,3,522.11,0.4239,0.115,0.296,0,0,0,0,1
TXN002860,236.71,41,22,3,558.15,0.2411,0.0927,0.0881,0,0,0,14,0
